GeneID,Gene,Annotation_New,KEGG_Pathway,KEGG2,KEGG1,D11,L1,L6,L11,D1,D6,2D11,2L1
CwatDRAFT_2173,cobQ,Cobyric acid synthase CobQ,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,11.58,10.88,11.2,10.86,11.51,10.56,11.18,10.73
CwatDRAFT_1697,cobS,Cobalamin-5-phosphate synthase CobS,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,9.29,8.83,8.4,10.33,11.04,9.12,8.8,8.1
CwatDRAFT_2790,cobU,Cobalbumin biosynthesis enzyme,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,9.38,8.26,7.53,11.57,11.73,9.18,8.22,7.78
CwatDRAFT_4121,folB,Dihydroneopterin aldolase family:Dihydroneopterin aldolase,Folate biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,8.3,8.4,7.59,6.76,7.99,7.82,8.6,8.52
CwatDRAFT_4176,folC,Folylpolyglutamate synthetase,Folate biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,7.26,7.42,7.2,6.34,5.78,6.16,7.23,7.61
CwatDRAFT_1406,folE,GTP cyclohydrolase I,Folate biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,13.36,12.19,11.18,10.9,11.44,12.24,12.72,11.72
CwatDRAFT_4252,folE,GTP cyclohydrolase I,Folate biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,10.07,9.13,9.91,12.3,10.51,8.95,9.52,8.82
CwatDRAFT_5117,folE,GTP cyclohydrolase I,Folate biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,11.03,10.78,10.08,8.76,7.82,8.46,9.91,10.07
CwatDRAFT_1977,folK,"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK",Folate biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,8.98,8.39,8.16,9.95,10.43,9.71,9.42,8.87
CwatDRAFT_4040,hemA,Glutamyl-tRNA reductase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,14.42,14.19,13.13,12.42,12.11,11.95,13.41,13.45
CwatDRAFT_2369,hemC,Porphobilinogen deaminase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,12.32,11.23,10.29,10.35,11.1,12.17,12.19,11.12
CwatDRAFT_1576,hemD,uroporphyrinogen III methylase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,5.18,5.07,4.56,4.7,4.35,5.32,5.53,5.5
CwatDRAFT_4517,hemE,Uroporphyrinogen decarboxylase HemE,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,12.63,11.56,11.51,10.11,10.4,11.48,11.54,11.29
CwatDRAFT_4183,hemF,Coproporphyrinogen oxidase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,11.59,11.22,10.17,8.47,8.26,10.12,10.92,11.27
CwatDRAFT_2281,hemH,Ferrochelatase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,12.84,13.01,12.69,10.99,9.69,10.79,12.59,13.06
CwatDRAFT_2647,hemL,"Glutamate-1-semialdehyde-2,1-aminomutase",Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,13.58,12.12,11.7,11.79,12.61,13.13,12.95,11.64
CwatDRAFT_2460,hemN,Oxygen-independent coproporphyrinogen III oxidase HemN,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,10.82,10.36,9.98,9.3,8.66,12,11.75,10.56
CwatDRAFT_5610,hemN,Putative oxygen-independent coproporphyrinogen III oxidase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,5.61,6.72,6.52,6.43,6.22,5.85,5.44,6.69
CwatDRAFT_4859,ho1,Heme oxygenase (decyclizing),Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,10.13,10.2,9.89,7.84,6.43,9.98,11.31,10.85
CwatDRAFT_2459,ho2,Heme oxygenase (decyclizing),Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,11.45,10.76,10.66,10.48,10.91,13.12,12.29,11.14
CwatDRAFT_5227,ichs,Isochorismate synthase,Ubiquinone biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,6.84,6.81,6.47,6.63,6.62,6.04,6.1,6.21
CwatDRAFT_4964,menB,Naphthoate synthase,Ubiquinone biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,12.23,10.7,9.71,9.48,9.63,10.77,11.46,10.28
CwatDRAFT_5574,menD,Menaquinone biosynthesis protein,Ubiquinone biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,4.8,5.48,4.81,4.81,4.57,4.57,5.01,5.27
CwatDRAFT_1863,nadC,Nicotinate-nucleotide pyrophosphorylase,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,Metabolism,8.29,9.53,8.9,9.33,9.74,8.12,7.33,9
CwatDRAFT_2924,panB,Ketopantoate hydroxymethyltransferase,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,13.18,12.34,11.76,11.51,12.06,11.95,12.69,11.82
CwatDRAFT_6197,pcr,Precorrin-6x reductase CbiJ/CobK,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,7.65,8.16,8.55,10.05,11.07,9.36,7.82,7.51
CwatDRAFT_3322,pdxA,Pyridoxal phosphate biosynthetic protein PdxA,Vitamin B6 metabolism,Metabolism of Cofactors and Vitamins,Metabolism,11.28,10.67,10.4,10.5,10.82,9.57,10.6,10
CwatDRAFT_3602,pdxH,Pyridoxamine 5'-phosphate oxidase,Vitamin B6 metabolism,Metabolism of Cofactors and Vitamins,Metabolism,6.74,6.53,7.54,6.04,6.36,6.31,6.7,6.45
CwatDRAFT_3095,pdxJ,Pyridoxal phosphate biosynthetic protein PdxJ,Vitamin B6 metabolism,Metabolism of Cofactors and Vitamins,Metabolism,11.7,10.4,9.89,9.17,9.81,10.91,11.41,10.37
CwatDRAFT_0676,pebA,Ferredoxin-dependent bilin reductase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,11.54,11.61,10.81,9.11,8.05,11.29,11.85,11.97
CwatDRAFT_5247,pebB,Ferredoxin-dependent bilin reductase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,13.23,13.23,13.25,13.19,12.53,12.18,12.95,13.08
CwatDRAFT_2919,por,Light-dependent protochlorophyllide reductase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,13.44,12.42,12.37,12.32,13.49,13.74,13.56,12.36
CwatDRAFT_4172,ribA,"3,4-Dihydroxy-2-butanone 4-phosphate synthase:GTP cyclohydrolase II",Riboflavin metabolism,Metabolism of Cofactors and Vitamins,Metabolism,10.77,11.62,12.2,14.25,13.8,11.69,10.39,10.88
CwatDRAFT_1372,ribD,"Riboflavin biosynthesis protein RibD:Riboflavin-specific deaminase, C-terminal",Riboflavin metabolism,Metabolism of Cofactors and Vitamins,Metabolism,10.59,10.22,9.63,9.5,9.53,8.56,9.79,10.28
CwatDRAFT_2643,ribE,Lumazine-binding protein,Riboflavin metabolism,Metabolism of Cofactors and Vitamins,Metabolism,11.34,11.39,11.21,11.33,11.86,10.98,11.06,10.91
CwatDRAFT_6378,ribF,Riboflavin kinase / FAD synthetase,Riboflavin metabolism,Metabolism of Cofactors and Vitamins,Metabolism,10.72,10.55,9.76,9.48,9.04,10,10.34,10.33
CwatDRAFT_3807,ribH,"6,7-dimethyl-8-ribityllumazine synthase",Riboflavin metabolism,Metabolism of Cofactors and Vitamins,Metabolism,9.61,9.01,8.61,13.12,14.06,12.57,9.48,8.7
CwatDRAFT_3783,thiE,Thiamine monophosphate synthase,Thiamine metabolism,Metabolism of Cofactors and Vitamins,Metabolism,6.71,5.96,6.47,10.89,10.66,11.33,6.77,5.7
CwatDRAFT_1112,thiL,Thiamine-monophosphate kinase,Thiamine metabolism,Metabolism of Cofactors and Vitamins,Metabolism,11.96,11.26,10.79,10.87,11.52,11.96,11.92,11.18
CwatDRAFT_5393,ubiA,"4-hydroxybenzoate polyprenyl transferase, proteobacterial",Ubiquinone biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,9.14,9.69,10.5,9.66,8.38,7.99,8.92,9.51
CwatDRAFT_5316,,Biotin--acetyl-CoA-carboxylase ligase,Biotin metabolism,Metabolism of Cofactors and Vitamins,Metabolism,6.94,5.47,5.52,5.79,7.04,6.5,6.22,5.17
CwatDRAFT_1038,,Dihydropteroate synthase,Folate biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,8.01,7.94,6.96,6.25,5.33,6.12,7.27,7.34
CwatDRAFT_5084,,6-pyruvoyltetrahydropterin synthase,Folate biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,13.31,14.04,13.48,12.25,11.26,11.12,13.09,13.84
CwatDRAFT_5144,,"Coenzyme F420 hydrogenase/dehydrogenase beta subunit, N-terminal:Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal",Folate biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,8.35,8.16,7.42,6.9,8.7,7.76,8.07,7.66
CwatDRAFT_0089,,NAD(+) kinase,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,Metabolism,10.1,10.8,9.46,8.51,8.24,7.17,8.85,9.92
CwatDRAFT_1931,,NAD(P)(+) transhydrogenase (AB-specific),Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,Metabolism,12.05,10.47,12.64,15.66,15.72,15.72,11.42,9.93
CwatDRAFT_1932,,similar to NAD/NADP transhydrogenase alpha subunit,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,Metabolism,12.46,10.94,12.76,15.67,15.78,15.82,12.03,10.61
CwatDRAFT_1933,,"NAD(P) transhydrogenase, beta subunit",Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,Metabolism,12.99,11.56,13.11,15.7,15.79,15.81,12.5,11.15
CwatDRAFT_4167,,NAD(+) kinase,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,Metabolism,11.43,10.63,10.21,11.25,12.03,11.52,10.57,9.85
CwatDRAFT_6469,,Cytidyltransferase-related:Probable nicotinate-nucleotide adenylyltransferase,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,Metabolism,8.04,8.65,8.7,10.21,11.03,9.67,8.23,8.4
CwatDRAFT_3716,,Coenzyme A biosynthesis protein:Cytidyltransferase-related,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,9.89,8.41,8.11,7.96,9.09,10.08,9.82,8.21
CwatDRAFT_4421,,Dephospho-CoA kinase,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,5.27,5.39,5.32,6.05,6.14,6.73,5.39,5.83
CwatDRAFT_1001,,Precorrin-8X methylmutase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,13.02,12.49,12.72,12.52,12.95,12.09,12.31,11.38
CwatDRAFT_1271,,"Oxidoreductase, N-terminal",Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,6.9,7.76,6.83,6.68,7.51,7.05,7.4,7.53
CwatDRAFT_1728,,Precorrin-8X methylmutase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,4.7,5.24,5.15,4.77,4.98,5.01,5.01,5.31
CwatDRAFT_3460,,Copper response defect 1,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,12.16,11.43,10.95,9.93,10.86,12.97,12.22,11.44
CwatDRAFT_3464,,Porphobilinogen synthase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,11.2,11.37,10.62,9.78,9.25,10.6,11.02,11.06
CwatDRAFT_5062,,precorrin-8W decarboxylase,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,Metabolism,9.6,8.44,7.21,6.22,6.97,8.13,8.7,8.27
CwatDRAFT_5111,,"bifunctional deaminase-reductase, C-terminal",Riboflavin metabolism,Metabolism of Cofactors and Vitamins,Metabolism,5.41,5.11,4.93,5.45,5.96,5.99,5.23,5.29
CwatDRAFT_0596,,Phosphomethylpyrimidine kinase,Thiamine metabolism,Metabolism of Cofactors and Vitamins,Metabolism,5.69,5.97,6.89,6.63,7.38,6.56,5.82,6.59
CwatDRAFT_1270,,AMP-dependent synthetase and ligase,Ubiquinone biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,5.63,5.2,4.82,4.6,4.76,4.55,5.17,5.25
CwatDRAFT_3459,,Mandelate racemase/muconate lactonizing enzyme:Mandelate racemase/muconate lactonizing enzyme,Ubiquinone biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,4.91,4.89,5.25,4.68,4.91,5,5.17,5.17
CwatDRAFT_4679,,Ubiquinone/menaquinone biosynthesis methyltransferase,Ubiquinone biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,9.17,8.34,8,7.31,7.48,7.65,8.44,8
CwatDRAFT_4882,,UbiA prenyltransferase,Ubiquinone biosynthesis,Metabolism of Cofactors and Vitamins,Metabolism,9.89,9.02,8.56,7.51,6.5,8.68,9.59,9.25
CwatDRAFT_5644,ddlA,D-alanine--D-alanine ligase,D-Alanine metabolism,Metabolism of Other Amino Acids,Metabolism,8.05,7.09,5.44,5,5.09,5.48,8.79,7.59
CwatDRAFT_5930,murC,UDP-N-acetylmuramate--alanine ligase,D-Glutamine and D-glutamate metabolism,Metabolism of Other Amino Acids,Metabolism,9.81,11.11,13.26,12.06,9.77,8.75,9.28,11.05
CwatDRAFT_2770,murD,UDP-N-acetylmuramoylalanine-D-glutamate ligase,D-Glutamine and D-glutamate metabolism,Metabolism of Other Amino Acids,Metabolism,9.8,10.36,10.01,9.06,7.99,9.35,10.21,10.45
CwatDRAFT_3616,,Serine--glyoxylate transaminase,Aminophosphonate metabolism,Metabolism of Other Amino Acids,Metabolism,9.82,7.65,8.23,12.46,12.96,11.2,8.87,7.11
CwatDRAFT_6548,,"Aminotransferase, class I and II",Aminophosphonate metabolism,Metabolism of Other Amino Acids,Metabolism,10.36,8.59,8.04,7.91,8.74,9.17,9.55,8.31
CwatDRAFT_4357,,D-alanine--D-alanine ligase,D-Alanine metabolism,Metabolism of Other Amino Acids,Metabolism,11.99,13.02,12.82,10.4,10.88,9.81,11.67,12.68
CwatDRAFT_2250,ackA,Acetate kinase,Taurine and hypotaurine metabolism,Metabolism of Other Amino Acids ,Metabolism,11.26,11.04,10.79,10.4,9.89,10.91,11.81,11.22
CwatDRAFT_1294,ggt,Gamma-glutamyltranspeptidase,Taurine and hypotaurine metabolism,Metabolism of Other Amino Acids ,Metabolism,7.23,7.33,7.98,8.02,8.2,6.71,6.62,6.78
CwatDRAFT_1368,pta,similar to BioD-like N-terminal domain of phosphotransacetylase,Taurine and hypotaurine metabolism,Metabolism of Other Amino Acids ,Metabolism,4.44,4.44,4.47,4.35,4.93,4.66,4.83,4.17
CwatDRAFT_1369,pta,Phosphate acetyltransferase,Taurine and hypotaurine metabolism,Metabolism of Other Amino Acids ,Metabolism,5.04,4.6,4.6,4.61,5.05,4.69,4.83,4.52
CwatDRAFT_3229,sir,"Nitrite/sulfite reductase, hemoprotein beta-component, ferrodoxin-like:Nitrite and sulphite reductase 4Fe-4S region",Selenoamino acid metabolism,Metabolism of Other Amino Acids ,Metabolism,13.36,13.8,13.43,12.86,13.28,12.59,13.15,13.46
CwatDRAFT_6579,sufS,"Cysteine desulphurases, SufS",Selenoamino acid metabolism,Metabolism of Other Amino Acids ,Metabolism,11.27,11.84,12.23,12.62,12.57,11.66,11.21,11.49
CwatDRAFT_4072,,Gamma-glutamyltransferase,Selenoamino acid metabolism,Metabolism of Other Amino Acids ,Metabolism,4.87,5.05,4.7,4.51,4.36,4.38,4.93,4.59
CwatDRAFT_0091,,Gamma-glutamyltranspeptidase,Taurine and hypotaurine metabolism,Metabolism of Other Amino Acids ,Metabolism,4.74,4.78,4.51,4.47,4.13,4.22,4.95,4.52
CwatDRAFT_0176,,gamma-glutamyltranspeptidase,Taurine and hypotaurine metabolism,Metabolism of Other Amino Acids ,Metabolism,4.74,4.4,4.36,4.15,4.33,4.16,4.9,4.08
CwatDRAFT_2397,adk,"Adenylate kinase, subfamily",Purine metabolism,Nucleotide Metabolism,Metabolism,10.89,11.99,12.11,11.16,10.05,10.8,10.77,11.68
CwatDRAFT_5887,apsK,Adenylylsulfate kinase,Purine metabolism,Nucleotide Metabolism,Metabolism,7.06,7.51,6.63,5.82,6.36,5.62,6.12,6.89
CwatDRAFT_4157,apt,Adenine phosphoribosyl transferase,Purine metabolism,Nucleotide Metabolism,Metabolism,8.89,11.35,10.65,9.49,6.96,7.35,9.12,11.38
CwatDRAFT_6596,atc,Aspartate carbamoyltransferase,Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,10.15,9.4,8.35,7.6,6.92,7.89,9.05,8.94
CwatDRAFT_5742,cpsL,"Carbamoyl-phosphate synthase, large subunit, glutamine-dependent",Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,5.98,5.26,5.55,10.38,9.85,8.07,5.01,4.84
CwatDRAFT_5089,cpsS,"Carbamoyl-phosphate synthase, small subunit",Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,10.11,9.39,8.99,13.41,13.81,13.05,9.82,8.59
CwatDRAFT_4066,dut,"DeoxyUTP pyrophosphatase, subfamily 1",Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,8.4,10.48,9.67,9.67,9.31,9.62,9.56,10.85
CwatDRAFT_4475,fgams,Phosphoribosylformylglycinamidine synthase II,Purine metabolism,Nucleotide Metabolism,Metabolism,10.22,9.71,8.89,8.82,8.78,9.47,10.18,9.55
CwatDRAFT_6487,fgams,Phosphoribosylformylglycinamidine synthase I,Purine metabolism,Nucleotide Metabolism,Metabolism,10.48,10.22,9.13,9.24,10.48,9.72,9.3,9.62
CwatDRAFT_5637,guaA,"GMP synthase, C-terminal:GMP synthase, N-terminal",Purine metabolism,Nucleotide Metabolism,Metabolism,9.61,8.42,7.58,7.95,8.06,8.46,8.05,7.76
CwatDRAFT_4808,guaB,IMP dehydrogenase related 2,Purine metabolism,Nucleotide Metabolism,Metabolism,13.28,13.16,12.54,12.37,11.19,11.13,11.48,12.02
CwatDRAFT_6464,nrdA,Protein splicing (intein) site,Purine metabolism,Nucleotide Metabolism,Metabolism,11.26,11.23,9.92,11.19,10.24,11.53,10.39,10.58
CwatDRAFT_5016,nrdF,Ribonucleoside-diphosphate reductase,Purine metabolism,Nucleotide Metabolism,Metabolism,10,11.44,12.21,12.46,11.48,9.73,9.69,11.18
CwatDRAFT_6150,panC,Cytidylate kinase:Pantoate-beta-alanine ligase:Cytidyltransferase-related,Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,10.82,11.16,10.58,9.66,9.28,9.14,10.17,10.51
CwatDRAFT_4563,pnp,Polyribonucleotide nucleotidyltransferase,Purine metabolism,Nucleotide Metabolism,Metabolism,14.75,14.46,13.86,13.46,12.33,13.49,14.46,14.25
CwatDRAFT_4351,purA,Adenylosuccinate synthetase,Purine metabolism,Nucleotide Metabolism,Metabolism,12.64,10.72,9.46,10.64,11.01,12.64,12.05,10.68
CwatDRAFT_4168,purB,Adenylosuccinate lyase,Purine metabolism,Nucleotide Metabolism,Metabolism,11.99,11.8,10.5,9.6,9.6,10.36,11.02,11.11
CwatDRAFT_3060,purC,SAICAR synthetase,Purine metabolism,Nucleotide Metabolism,Metabolism,8.65,10.3,10.79,10.41,11.35,11.39,10.08,11.26
CwatDRAFT_4899,purD,Phosphoribosylglycinamide synthetase,Purine metabolism,Nucleotide Metabolism,Metabolism,12.61,11.36,11.07,10.85,11.11,11.73,12.75,11.53
CwatDRAFT_2211,purE,1-(5-Phosphoribosyl)-5-amino-4-imidazole-carboxylate (AIR) carboxylase,Purine metabolism,Nucleotide Metabolism,Metabolism,9.5,9.05,9.38,9.02,9.9,9.98,9.23,9.37
CwatDRAFT_4479,purF,Amidophosphoribosyl transferase,Purine metabolism,Nucleotide Metabolism,Metabolism,11.57,12.03,11.38,11.47,11.41,9.94,10.69,11.41
CwatDRAFT_0942,purH,AICARFT/IMPCHase bienzyme,Purine metabolism,Nucleotide Metabolism,Metabolism,7.54,6.57,7.95,11.84,11.85,10.92,6.48,5.84
CwatDRAFT_3651,purK,"Phosphoribosylaminoimidazole carboxylase, ATPase subunit",Purine metabolism,Nucleotide Metabolism,Metabolism,8.01,8.86,8.82,8.03,7.3,7.1,7.57,8.93
CwatDRAFT_2767,purM,Phosphoribosylformylglycinamidine cyclo-ligase,Purine metabolism,Nucleotide Metabolism,Metabolism,11.37,10.2,9.8,9.73,8.61,9.82,11.1,9.96
CwatDRAFT_4940,purN,Phosphoribosylglycinamide formyltransferase,Purine metabolism,Nucleotide Metabolism,Metabolism,9.2,10.51,9.7,10.2,10.84,11.58,10.46,10.62
CwatDRAFT_3134,pyrC,Dihydroorotase multifunctional complex type,Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,10.88,9.79,9.41,9.05,9.61,9.37,10.16,9.57
CwatDRAFT_3286,pyrC,Dihydroorotase multifunctional complex type,Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,12.74,11.28,11.74,11.17,13.1,11.93,12.45,11.14
CwatDRAFT_4298,pyrD,Dihydroorotate dehydrogenase 2,Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,5.96,5.07,5.57,9.07,10.02,9.64,5.4,5.07
CwatDRAFT_2255,pyrE,Orotate phosphoribosyl transferase,Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,6.86,6.48,5.46,6.06,6.27,6.97,6.44,6.37
CwatDRAFT_4370,pyrE,Orotate phosphoribosyl transferase,Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,9.88,9.49,9.78,9.48,9.57,8.94,9.24,9.07
CwatDRAFT_3688,pyrF,Orotidine 5'-phosphate decarboxylase,Pyrimidine metabolism,Nucleotide Metabolism,Metabolism,10.32,10.16,9.6,8.48,8.14,7.24,9.29,9.53
